Winner,win_by,last_round,last_round_time,date_time,R_fighter,B_fighter,R_current_lose_streak,B_current_lose_streak,R_current_win_streak,B_current_win_streak,R_wins,B_wins,R_age,B_age,R_total_title_bouts,B_total_title_bouts,R_win_by_KO/TKO,B_win_by_KO/TKO,R_KD,B_KD,R_SIG_STR._landed,R_SIG_STR._attempted,B_SIG_STR._landed,B_SIG_STR._attempted,R_TOTAL_STR._landed,R_TOTAL_STR._attempted,B_TOTAL_STR._landed,B_TOTAL_STR._attempted,R_TD_landed,R_TD_attempted,B_TD_landed,B_TD_attempted,R_total_no._fights,B_total_no._fights,R_SIG_STR._attempted_total,R_SIG_STR._landed_total,R_TOTAL_STR._attempted_total,R_TOTAL_STR._landed_total,R_TD_attempted_total,R_TD_landed_total,B_SIG_STR._attempted_total,B_SIG_STR._landed_total,B_TOTAL_STR._attempted_total,B_TOTAL_STR._landed_total,B_TD_attempted_total,B_TD_landed_total,fight_time,R_fight_time_total,B_fight_time_total,R_SIG_STR._faced_total,B_SIG_STR._faced_total,R_SIG_STR._defended_total,B_SIG_STR._defended_total,R_TOTAL_STR._faced_total,B_TOTAL_STR._faced_total,R_TOTAL_STR._defended_total,B_TOTAL_STR._defended_total,R_TD_faced_total,B_TD_faced_total,R_TD_defended_total,B_TD_defended_total,R_KD_total,B_KD_total,R_finish,B_finish,R_finish_total,B_finish_total,R_SIG_STR._probability,R_SIG_STR._defence_probability,R_SIG_STR._rate,R_TOTAL_STR._probability,R_TOTAL_STR._defence_probability,R_TOTAL_STR._rate,R_TD_probability,R_TD_defence_probability,R_TD_rate,R_KD_rate,R_win_probability,R_finish_rate,B_SIG_STR._probability,B_SIG_STR._defence_probability,B_SIG_STR._rate,B_TOTAL_STR._probability,B_TOTAL_STR._defence_probability,B_TOTAL_STR._rate,B_TD_probability,B_TD_defence_probability,B_TD_rate,B_KD_rate,B_win_probability,B_finish_rate,R_PageRank,B_PageRank,R_Katz,B_Katz,R_Betweeness,B_Betweeness,R_Closeness,B_Closeness,R_HarmonicScore,B_HarmonicScore
1.0,KO/TKO,2,63,2013-08-03,John Lineker,Jose Maria,0.0,0.0,2.0,0.0,2.0,0.0,23.0,31.0,0.0,0.0,1.0,0.0,0,0,22,58,19,36,29,65,25,44,2,2,1,5,3.0,0.0,516.0,209.0,558.0,246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363,1861.0,0.0,328.0,0.0,194.0,0.0,366.0,0.0,202.0,0.0,6.0,0.0,4.0,0.0,3.0,0.0,1,0,1.0,0.0,0.4050387596899225,0.5914634146341463,0.277270284793122,0.4408602150537633,0.5519125683060109,0.2998387963460505,,0.6666666666666666,0.0,0.0016120365394948952,0.6666666666666666,0.0005373455131649651,,,,,,,,,,,,,0.0008460833615470212,0.0008460833615470211,0.03970720483327677,0.036762253808142076,0.0008074655336859447,6.028895343796063e-05,0.003289473684210526,0.0024671052631578946,2.0,1.8333333333333333
0.0,KO/TKO,1,14,2013-08-03,Vinny Magalhaes,Anthony Perosh,1.0,1.0,0.0,0.0,1.0,3.0,29.0,40.0,1.0,0.0,0.0,1.0,0,1,1,1,8,13,1,1,8,13,0,0,0,0,4.0,7.0,170.0,44.0,184.0,55.0,6.0,2.0,97.0,49.0,119.0,66.0,14.0,5.0,14,1274.0,960.0,281.0,74.0,194.0,42.0,303.0,90.0,198.0,44.0,3.0,0.0,2.0,0.0,0.0,0.0,0,1,1.0,3.0,0.25882352941176473,0.6903914590747331,0.13343799058084774,0.2989130434782609,0.6534653465346535,0.14442700156985872,0.3333333333333333,0.6666666666666666,0.0047095761381475655,0.0,0.25,0.0007849293563579277,0.5051546391752577,0.5675675675675675,0.10104166666666667,0.5546218487394958,0.4888888888888889,0.12395833333333335,0.35714285714285715,,0.014583333333333334,0.0,0.42857142857142855,0.003125,0.0008925436062132046,0.001525927044932115,0.03785751087479329,0.04437280140118679,0.00015986733720627764,0.000132771178357756,0.006578947368421052,0.007518796992481203,4.583333333333333,5.333333333333333
1.0,Decision - Unanimous,3,300,2013-08-03,Thales Leites,Tom Watson,2.0,0.0,0.0,1.0,5.0,1.0,31.0,31.0,1.0,0.0,0.0,1.0,0,0,51,91,33,67,98,141,36,70,5,9,0,0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,229.0,121.0,252.0,144.0,2.0,0.0,900,0.0,1482.0,0.0,251.0,0.0,129.0,0.0,285.0,0.0,132.0,0.0,18.0,0.0,8.0,0.0,1.0,0,0,0.0,1.0,,,,,,,,,,,0.625,,0.5283842794759825,0.5139442231075697,0.1545209176788124,0.5714285714285714,0.4631578947368421,0.1700404858299595,0.0,0.4444444444444444,0.0013495276653171392,0.0006747638326585696,0.5,0.0006747638326585696,0.0008460833615470211,0.000987489466226104,0.036762253808142076,0.036762253808142076,6.028895343796063e-05,0.0003901846874187115,0.0024671052631578946,0.0024671052631578946,1.8333333333333333,1.8333333333333333
1.0,Submission,1,193,2013-08-03,Sergio Moraes,Neil Magny,0.0,0.0,1.0,1.0,1.0,1.0,31.0,26.0,1.0,0.0,0.0,0.0,0,0,13,20,7,29,13,20,9,31,1,1,0,0,2.0,1.0,118.0,54.0,132.0,66.0,13.0,4.0,120.0,65.0,158.0,97.0,5.0,4.0,193,1690.0,900.0,187.0,85.0,119.0,68.0,212.0,112.0,128.0,77.0,0.0,13.0,0.0,12.0,0.0,0.0,1,0,1.0,0.0,0.4576271186440678,0.6363636363636364,0.06982248520710059,0.5,0.6037735849056604,0.07810650887573964,0.3076923076923077,,0.007692307692307694,0.0,0.5,0.0005917159763313611,0.5416666666666666,0.8,0.13333333333333333,0.6139240506329114,0.6875,0.17555555555555555,0.8,0.9230769230769232,0.005555555555555557,0.0,1.0,0.0,0.0010031025580811805,0.0008460833615470211,0.036762253808142076,0.03639827109717037,8.12884765455649e-06,0.0,0.0024671052631578946,0.001644736842105263,1.8333333333333333,1.0
1.0,Decision - Unanimous,3,300,2013-08-03,Ian McCall,Iliarde Santos,3.0,1.0,0.0,0.0,0.0,0.0,29.0,32.0,0.0,0.0,0.0,0.0,0,0,92,226,43,172,104,241,46,176,1,5,1,7,3.0,1.0,389.0,158.0,528.0,287.0,24.0,6.0,10.0,3.0,11.0,4.0,2.0,0.0,900,2700.0,151.0,482.0,37.0,260.0,18.0,533.0,41.0,263.0,18.0,13.0,0.0,11.0,0.0,0.0,0.0,0,0,0.0,0.0,0.4061696658097687,0.5394190871369294,0.14407407407407408,0.5435606060606061,0.4934333958724202,0.1955555555555556,0.25,0.8461538461538461,0.008888888888888889,0.0,0.0,0.0,0.3,0.4864864864864865,0.06622516556291391,0.3636363636363637,0.4390243902439024,0.0728476821192053,0.0,,0.01324503311258278,0.0,0.0,0.0,0.0004573025724393284,0.0004573025724393284,0.033089337361063974,0.033089337361063974,0.0,0.0,0.0,0.0,0.0,0.0
1.0,Decision - Unanimous,3,300,2013-08-03,Rani Yahya,Josh Clopton,0.0,1.0,2.0,0.0,3.0,0.0,28.0,32.0,0.0,0.0,0.0,0.0,0,0,14,40,5,13,135,163,57,69,2,7,0,0,4.0,1.0,183.0,71.0,393.0,256.0,30.0,9.0,62.0,43.0,105.0,84.0,6.0,4.0,900,2895.0,900.0,127.0,133.0,67.0,61.0,225.0,196.0,82.0,63.0,7.0,1.0,0.0,1.0,0.0,0.0,0,0,1.0,0.0,0.3879781420765027,0.5275590551181102,0.06321243523316063,0.6513994910941476,0.3644444444444445,0.13575129533678754,0.3,0.0,0.010362694300518135,0.0,0.75,0.0003454231433506045,0.6935483870967742,0.4586466165413534,0.06888888888888889,0.8,0.32142857142857145,0.11666666666666667,0.6666666666666666,1.0,0.006666666666666667,0.0,0.0,0.0,0.0013184709786080427,0.0004573025724393284,0.043867470967809824,0.033089337361063974,3.3870198560652044e-05,0.0,0.02803015597042639,0.0,22.78480669657138,0.0
0.0,Decision - Unanimous,3,300,2013-08-03,Ednaldo Oliveira,Francimar Barroso,1.0,0.0,0.0,0.0,0.0,0.0,29.0,33.0,0.0,0.0,0.0,0.0,0,0,19,71,31,63,30,84,69,103,0,1,2,5,1.0,0.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900,202.0,0.0,7.0,0.0,5.0,0.0,9.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.7142857142857143,0.06930693069306931,0.0,0.5555555555555556,0.06930693069306931,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0004573025724393284,0.0008460833615470211,0.033089337361063974,0.036762253808142076,0.0,6.028895343796063e-05,0.0,0.0024671052631578946,0.0,1.8333333333333333
1.0,KO/TKO,1,96,2013-08-03,Viscardi Andrade,Bristol Marunde,0.0,1.0,0.0,0.0,0.0,0.0,29.0,31.0,0.0,0.0,0.0,0.0,1,0,12,18,0,17,12,18,0,17,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,21.0,93.0,29.0,9.0,3.0,96,0.0,833.0,0.0,143.0,0.0,77.0,0.0,156.0,0.0,78.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0.0,0.0,,,,,,,,,,,,,0.25925925925925924,0.5384615384615384,0.09723889555822328,0.3118279569892473,0.5,0.11164465786314526,0.3333333333333333,1.0,0.010804321728691477,0.0,0.0,0.0,0.0008460833615470211,0.0004573025724393284,0.036762253808142076,0.033089337361063974,6.028895343796063e-05,0.0,0.0024671052631578946,0.0,1.8333333333333333,0.0
1.0,KO/TKO,1,128,2013-08-03,Amanda Nunes,Sheila Gaff,0.0,1.0,0.0,0.0,0.0,0.0,25.0,23.0,0.0,0.0,0.0,0.0,0,0,10,16,3,8,16,25,5,10,2,3,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.0,20.0,15.0,0.0,0.0,128,0.0,246.0,0.0,9.0,0.0,1.0,0.0,73.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,,,,,,,,,,,,,0.5833333333333334,0.1111111111111111,0.04878048780487805,0.75,0.0136986301369863,0.08130081300813008,,0.0,0.0,0.0,0.0,0.0,0.0008460833615470211,0.0004573025724393284,0.036762253808142076,0.033089337361063974,6.028895343796063e-05,0.0,0.0024671052631578946,0.0,1.8333333333333333,0.0
0.0,Decision - Split,3,300,2013-08-17,Uriah Hall,John Howard,1.0,3.0,0.0,0.0,0.0,4.0,29.0,30.0,1.0,0.0,0.0,2.0,0,0,41,62,33,61,59,82,92,126,2,8,2,6,1.0,7.0,77.0,44.0,121.0,81.0,3.0,2.0,201.0,80.0,258.0,133.0,15.0,6.0,900,900.0,2662.0,74.0,352.0,43.0,196.0,141.0,543.0,60.0,229.0,6.0,14.0,3.0,3.0,0.0,0.0,0,0,0.0,1.0,0.5714285714285714,0.581081081081081,0.08555555555555555,0.6694214876033058,0.425531914893617,0.13444444444444445,0.6666666666666666,0.5,0.0033333333333333327,0.0,0.0,0.0,0.39800995024875613,0.5568181818181818,0.07550713749060857,0.5155038759689923,0.4217311233885819,0.09691960931630353,0.4,0.21428571428571427,0.005634861006761833,0.0,0.5714285714285714,0.00037565740045078885,0.00045457012576303254,0.0007736641881792653,0.03291649599767757,0.03726147346937101,0.0,0.0003790981351013447,0.0,0.0045101478326234025,0.0,3.166666666666667
0.0,Submission,1,287,2013-08-17,Mauricio Rua,Chael Sonnen,1.0,2.0,0.0,0.0,5.0,6.0,31.0,36.0,3.0,3.0,5.0,0.0,0,0,0,1,5,9,9,10,58,70,0,1,2,3,10.0,12.0,489.0,247.0,689.0,435.0,21.0,10.0,354.0,185.0,918.0,686.0,24.0,12.0,287,4634.0,3509.0,546.0,208.0,243.0,112.0,699.0,365.0,254.0,124.0,23.0,10.0,10.0,5.0,3.0,0.0,0,1,3.0,1.0,0.5051124744376279,0.445054945054945,0.10552438498057834,0.6313497822931785,0.3633762517882689,0.14868364264134654,0.4761904761904762,0.43478260869565216,0.004531722054380665,0.0006473888649115235,0.5,0.0006473888649115235,0.5225988700564972,0.5384615384615384,0.10088344257623257,0.7472766884531591,0.3397260273972603,0.2616129951553149,0.5,0.5,0.006839555428897122,0.0,0.5,0.00028498147620404675,0.0025175481685368183,0.0018997466026622867,0.045135249411237234,0.04342487338771215,0.0018396077338853562,0.0001602981368219876,0.051668750385441255,0.02740529030786195,41.47376154098971,21.91075036075035
0.0,KO/TKO,1,248,2013-08-17,Alistair Overeem,Travis Browne,1.0,0.0,0.0,1.0,1.0,5.0,33.0,31.0,0.0,0.0,1.0,3.0,2,1,41,66,14,27,46,71,14,27,0,1,0,0,2.0,7.0,95.0,70.0,120.0,93.0,1.0,1.0,285.0,124.0,319.0,154.0,9.0,7.0,248,771.0,2750.0,66.0,224.0,39.0,112.0,94.0,320.0,44.0,116.0,2.0,6.0,2.0,6.0,1.0,3.0,0,1,1.0,4.0,0.7368421052631579,0.5909090909090909,0.1232166018158236,0.775,0.4680851063829787,0.1556420233463035,1.0,1.0,0.0012970168612191958,0.0012970168612191958,0.5,0.0012970168612191958,0.4350877192982456,0.5,0.10363636363636364,0.4827586206896552,0.3625,0.11599999999999999,0.7777777777777778,1.0,0.003272727272727273,0.001090909090909091,0.7142857142857143,0.0014545454545454545,0.0008375484411384524,0.0027472776511310564,0.03658374059168667,0.05326790569416616,1.1513125849093033e-05,0.0001184776560591557,0.0107387741139024,0.018845974872033506,7.78333333333334,15.276190476190477
1.0,Decision - Unanimous,3,300,2013-08-17,Urijah Faber,Iuri Alcantara,0.0,0.0,2.0,1.0,4.0,3.0,34.0,33.0,2.0,0.0,0.0,1.0,0,0,54,79,8,23,127,155,25,43,4,5,1,1,6.0,5.0,706.0,305.0,788.0,373.0,29.0,8.0,307.0,140.0,454.0,261.0,8.0,7.0,900,5657.0,2982.0,842.0,159.0,567.0,81.0,882.0,349.0,570.0,106.0,23.0,17.0,16.0,11.0,1.0,0.0,0,0,3.0,1.0,0.4320113314447592,0.6733966745843231,0.12480113134170055,0.4733502538071066,0.6462585034013606,0.13929644687997172,0.27586206896551724,0.6956521739130435,0.005126392080608096,0.000176772140710624,0.6666666666666666,0.0005303164221318722,0.4560260586319218,0.5094339622641509,0.10295103957075788,0.5748898678414097,0.3037249283667622,0.1522468142186452,0.875,0.6470588235294118,0.002682763246143528,0.0,0.6,0.00033534540576794097,0.0030173201646856865,0.0021907045638837413,0.05026209702067295,0.043927820988308657,0.00012177344648079167,0.0021122157807759137,0.019303850329908966,0.009441533305008734,15.795238095238092,7.983333333333333
1.0,KO/TKO,1,29,2013-08-17,Matt Brown,Mike Pyle,0.0,0.0,5.0,4.0,10.0,8.0,32.0,37.0,0.0,0.0,7.0,3.0,1,0,10,18,0,3,10,18,0,3,0,0,0,0,15.0,11.0,549.0,302.0,760.0,490.0,29.0,13.0,452.0,205.0,728.0,447.0,26.0,9.0,29,5255.0,4311.0,567.0,519.0,331.0,301.0,678.0,657.0,355.0,310.0,38.0,29.0,23.0,24.0,3.0,4.0,1,0,4.0,4.0,0.5500910746812386,0.5837742504409171,0.1044719314938154,0.6447368421052632,0.5235988200589969,0.14462416745956233,0.4482758620689655,0.6052631578947368,0.005518553758325404,0.0005708848715509041,0.6666666666666666,0.0007611798287345385,0.4535398230088496,0.5799614643545279,0.10484806309440964,0.614010989010989,0.4718417047184171,0.16887033170958016,0.3461538461538461,0.8275862068965517,0.006031083275342148,0.0009278589654372537,0.7272727272727273,0.0009278589654372537,0.0037609250146645244,0.011078358122912297,0.05499245621919776,0.06242134399276801,0.0033139773649415445,0.0015538671324548444,0.01710097719869707,0.08960001938345472,15.831349206349204,71.37464479964491
0.0,Decision - Unanimous,3,300,2013-08-17,Joe Lauzon,Michael Johnson,1.0,2.0,0.0,0.0,9.0,4.0,29.0,27.0,0.0,1.0,2.0,2.0,0,2,25,109,116,255,28,112,119,259,0,4,2,2,14.0,8.0,395.0,128.0,423.0,152.0,9.0,4.0,621.0,239.0,653.0,269.0,5.0,2.0,900,2494.0,5121.0,508.0,596.0,298.0,337.0,524.0,798.0,302.0,368.0,16.0,42.0,10.0,31.0,1.0,5.0,0,0,4.0,2.0,0.3240506329113924,0.5866141732283464,0.15838011226944668,0.35933806146572106,0.5763358778625954,0.16960705693664796,0.4444444444444444,0.625,0.0036086607858861275,0.00040096230954290296,0.6428571428571429,0.0016038492381716116,0.3848631239935588,0.5654362416107382,0.12126537785588752,0.4119448698315467,0.4611528822055138,0.12751415739113453,0.4,0.7380952380952381,0.0009763718023823473,0.0009763718023823473,0.5,0.00039054872095293884,0.004672757033313986,0.003856356834201739,0.05006135741565591,0.05016011348694814,0.009697376221877925,0.008481093549587803,0.04074575044320531,0.030133695662036237,34.758510933511005,31.51214679713133
1.0,Decision - Unanimous,3,300,2013-08-17,Manvel Gamburyan,Cole Miller,0.0,0.0,1.0,1.0,3.0,8.0,32.0,29.0,1.0,0.0,0.0,1.0,0,0,23,62,32,112,84,126,94,175,5,7,0,0,8.0,13.0,243.0,103.0,272.0,125.0,41.0,10.0,824.0,298.0,884.0,346.0,12.0,3.0,900,2700.0,3830.0,310.0,946.0,160.0,588.0,381.0,1007.0,168.0,601.0,5.0,7.0,5.0,5.0,0.0,2.0,0,0,0.0,3.0,0.4238683127572017,0.5161290322580645,0.09,0.4595588235294117,0.4409448818897638,0.10074074074074074,0.24390243902439024,1.0,0.015185185185185184,0.0,0.375,0.0,0.3616504854368932,0.6215644820295984,0.21514360313315928,0.3914027149321267,0.5968222442899702,0.2308093994778068,0.25,0.7142857142857143,0.003133159268929504,0.0005221932114882506,0.6153846153846154,0.000783289817232376,0.0005902042121237578,0.0017685718431270133,0.03657022705341978,0.045208719359469005,0.0007461897246743495,0.01781693452070887,0.0024429967426710096,0.036858591968214685,1.8333333333333333,29.765159840159836
1.0,Decision - Unanimous,3,300,2013-08-17,Conor McGregor,Max Holloway,0.0,1.0,1.0,0.0,1.0,3.0,25.0,21.0,0.0,0.0,1.0,1.0,0,0,53,153,23,93,71,173,32,104,4,5,0,0,1.0,5.0,35.0,21.0,36.0,22.0,0.0,0.0,885.0,353.0,894.0,360.0,1.0,0.0,900,67.0,3492.0,41.0,807.0,29.0,575.0,41.0,827.0,29.0,583.0,0.0,37.0,0.0,29.0,1.0,3.0,0,0,1.0,1.0,0.6,0.7073170731707317,0.5223880597014925,0.6111111111111112,0.7073170731707317,0.5373134328358209,,,0.0,0.01492537313432836,1.0,0.01492537313432836,0.3988700564971752,0.7125154894671624,0.2534364261168385,0.4026845637583893,0.7049576783555018,0.2560137457044673,0.0,0.7837837837837838,0.000286368843069874,0.000859106529209622,0.6,0.000286368843069874,0.0025391815895460562,0.0010392047381502726,0.03731618990233803,0.043532009998885395,0.0,0.0005561725410177248,0.02850016666764133,0.026841029571437698,21.60484633615437,21.3455931323578
0.0,KO/TKO,1,50,2013-08-17,Mike Brown,Steven Siler,0.0,0.0,2.0,1.0,2.0,4.0,37.0,26.0,0.0,0.0,0.0,0.0,0,1,3,3,6,16,3,3,6,17,0,0,0,0,5.0,5.0,338.0,181.0,647.0,430.0,40.0,12.0,527.0,230.0,760.0,444.0,14.0,3.0,50,3600.0,3767.0,369.0,412.0,198.0,207.0,502.0,632.0,225.0,230.0,15.0,22.0,11.0,10.0,0.0,0.0,0,1,0.0,1.0,0.5355029585798816,0.5365853658536586,0.09388888888888887,0.6646058732612056,0.448207171314741,0.17972222222222226,0.3,0.7333333333333333,0.011111111111111113,0.0,0.4,0.0,0.4364326375711575,0.5024271844660194,0.13989912397132998,0.5842105263157895,0.3639240506329114,0.2017520573400584,0.21428571428571427,0.4545454545454545,0.003716485266790549,0.0,0.8,0.00026546323334218207,0.001331860985401724,0.0017287337010087561,0.04138538375394405,0.04731231024837803,0.003815860130986784,0.0011953724319087168,0.030154694753089923,0.03387160634171106,24.469424448100895,27.694377844377808
1.0,Decision - Unanimous,3,300,2013-08-17,Diego Brandao,Daniel Pineda,0.0,0.0,2.0,1.0,3.0,3.0,26.0,28.0,1.0,0.0,0.0,0.0,0,0,42,86,61,160,64,108,88,195,8,10,0,8,4.0,5.0,181.0,84.0,282.0,171.0,5.0,4.0,147.0,69.0,209.0,118.0,7.0,4.0,900,2298.0,1288.0,289.0,111.0,185.0,50.0,417.0,240.0,206.0,76.0,13.0,5.0,10.0,3.0,2.0,1.0,0,0,2.0,3.0,0.4640883977900552,0.6401384083044983,0.07876414273281114,0.6063829787234043,0.4940047961630695,0.1227154046997389,0.8,0.7692307692307693,0.002175805047867711,0.0008703220191470844,0.75,0.0008703220191470844,0.4693877551020408,0.4504504504504505,0.11413043478260868,0.5645933014354066,0.31666666666666665,0.1622670807453416,0.5714285714285714,0.6,0.005434782608695652,0.0007763975155279503,0.6,0.002329192546583851,0.0026428695133681466,0.0015277822700389405,0.04554525037292014,0.04354852420492742,0.003006646489597322,0.0021285049560843834,0.028307519956223864,0.006514657980456026,25.458701120001415,4.999999999999999
0.0,KO/TKO,1,127,2013-08-17,Cody Donovan,Ovince Saint Preux,0.0,0.0,1.0,1.0,1.0,1.0,32.0,30.0,0.0,0.0,1.0,0.0,0,0,10,15,6,11,18,23,8,13,0,3,0,0,1.0,1.0,27.0,19.0,44.0,31.0,1.0,1.0,84.0,47.0,94.0,57.0,2.0,0.0,127,275.0,633.0,18.0,50.0,11.0,22.0,37.0,57.0,14.0,22.0,0.0,4.0,0.0,4.0,1.0,0.0,0,1,1.0,0.0,0.7037037037037037,0.6111111111111112,0.09818181818181818,0.7045454545454546,0.3783783783783784,0.16,1.0,,0.003636363636363637,0.003636363636363637,1.0,0.003636363636363637,0.5595238095238095,0.44,0.13270142180094788,0.6063829787234043,0.3859649122807017,0.1484992101105845,0.0,1.0,0.00315955766192733,0.0,1.0,0.0,0.0006477984114495538,0.0008410266971360751,0.036208145597445326,0.036208145597445326,0.0,0.0,0.0016286644951140066,0.0016286644951140066,1.0,1.0
0.0,Submission,2,223,2013-08-17,Brad Pickett,Michael McDonald,0.0,1.0,1.0,0.0,3.0,4.0,34.0,22.0,0.0,1.0,1.0,2.0,0,2,17,78,51,87,61,124,54,90,1,1,0,1,5.0,5.0,588.0,195.0,651.0,250.0,13.0,8.0,349.0,137.0,368.0,152.0,8.0,6.0,523,2814.0,3191.0,661.0,332.0,414.0,193.0,702.0,380.0,423.0,202.0,15.0,14.0,11.0,9.0,2.0,3.0,0,1,2.0,2.0,0.3316326530612245,0.6263237518910741,0.20895522388059698,0.3840245775729647,0.6025641025641025,0.23134328358208955,0.6153846153846154,0.7333333333333333,0.0046197583511016355,0.0007107320540156361,0.6,0.0007107320540156361,0.3925501432664757,0.5813253012048193,0.1093701034158571,0.4130434782608696,0.531578947368421,0.11532434973362582,0.75,0.6428571428571429,0.002507051081165779,0.000940144155437167,0.8,0.0006267627702914448,0.0017654211878951613,0.0021791840770170197,0.0453658439489592,0.04906386744171589,0.00015033485483719556,5.048062872294637e-05,0.012563983248022334,0.015422744653731767,9.083333333333334,13.11190476190476
0.0,Submission,1,58,2013-08-17,Ramsey Nijem,James Vick,1.0,0.0,0.0,0.0,3.0,0.0,25.0,26.0,1.0,0.0,1.0,0.0,0,0,0,2,0,0,0,2,0,0,1,2,0,0,5.0,0.0,294.0,131.0,518.0,322.0,28.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,58,2545.0,0.0,164.0,0.0,106.0,0.0,229.0,0.0,112.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0,1,1.0,0.0,0.44557823129251706,0.6463414634146342,0.11552062868369352,0.6216216216216216,0.4890829694323144,0.20353634577603144,0.5357142857142857,0.2,0.01100196463654224,0.0003929273084479371,0.6,0.0003929273084479371,,,,,,,,,,,,,0.0013917644804230104,0.0008410266971360751,0.04312060975695762,0.03657022705341978,0.0006628903613881641,5.1809066320918644e-05,0.005211726384364821,0.0024429967426710096,3.5,1.8333333333333333
1.0,Decision - Split,3,300,2013-08-28,Takeya Mizugaki,Erik Perez,0.0,0.0,2.0,3.0,4.0,3.0,29.0,23.0,0.0,0.0,1.0,2.0,0,0,39,106,37,113,59,126,49,127,2,5,5,11,6.0,3.0,627.0,285.0,863.0,485.0,14.0,11.0,95.0,67.0,164.0,117.0,0.0,0.0,900,5070.0,505.0,471.0,38.0,258.0,22.0,682.0,59.0,281.0,23.0,23.0,3.0,19.0,3.0,2.0,2.0,0,0,1.0,3.0,0.4545454545454545,0.5477707006369427,0.12366863905325445,0.5619930475086906,0.4120234604105572,0.17021696252465482,0.7857142857142857,0.8260869565217391,0.0027613412228796844,0.0003944773175542406,0.6666666666666666,0.0001972386587771203,0.7052631578947368,0.5789473684210527,0.18811881188118806,0.7134146341463414,0.3898305084745763,0.3247524752475248,,1.0,0.0,0.0039603960396039604,1.0,0.005940594059405941,0.004153918952000223,0.0011004190065945592,0.04773211857384801,0.043680220630111816,0.006498535935256361,0.0,0.012656558998022413,0.005853658536585366,10.416666666666663,4.333333333333333
1.0,KO/TKO,4,54,2013-08-28,Carlos Condit,Martin Kampmann,2.0,1.0,0.0,0.0,5.0,11.0,29.0,31.0,2.0,0.0,3.0,2.0,1,0,100,235,35,97,147,282,43,108,0,2,6,15,8.0,16.0,863.0,335.0,1195.0,627.0,2.0,0.0,613.0,234.0,698.0,311.0,20.0,5.0,954,5238.0,4898.0,566.0,633.0,321.0,399.0,736.0,733.0,328.0,419.0,35.0,45.0,11.0,36.0,3.0,2.0,1,0,3.0,2.0,0.388180764774044,0.5671378091872792,0.16475754104620086,0.5246861924686193,0.44565217391304346,0.2281405116456663,0.0,0.3142857142857143,0.0003818251240931654,0.000572737686139748,0.625,0.000572737686139748,0.3817292006525285,0.6303317535545023,0.12515312372396895,0.4455587392550143,0.5716234652114598,0.14250714577378526,0.25,0.8,0.004083299305839118,0.0004083299305839118,0.6875,0.0004083299305839118,0.010922290726153657,0.005993957083028389,0.05191375529902483,0.05232721055857099,0.006436226470785941,0.004878151767402584,0.08729661044918975,0.08239105379559543,67.17934842934854,64.47314074814102
0.0,Decision - Unanimous,3,300,2013-08-28,Donald Cerrone,Rafael Dos Anjos,0.0,0.0,1.0,4.0,7.0,8.0,30.0,28.0,0.0,0.0,2.0,1.0,0,1,40,80,39,109,43,83,58,128,1,1,2,6,9.0,12.0,849.0,431.0,952.0,519.0,15.0,8.0,627.0,245.0,766.0,370.0,39.0,13.0,900,4682.0,5040.0,886.0,690.0,442.0,485.0,944.0,780.0,450.0,494.0,14.0,29.0,13.0,22.0,3.0,2.0,0,0,4.0,3.0,0.5076560659599529,0.4988713318284425,0.18133276377616406,0.5451680672268907,0.4766949152542373,0.20333190944041007,0.5333333333333333,0.9285714285714286,0.0032037590773173856,0.0006407518154634773,0.7777777777777778,0.0008543357539513029,0.39074960127591707,0.7028985507246377,0.1244047619047619,0.4830287206266319,0.6333333333333333,0.15198412698412694,0.3333333333333333,0.7586206896551724,0.0077380952380952375,0.0003968253968253968,0.6666666666666666,0.0005952380952380952,0.004217090844511398,0.0034704233613013866,0.06497853027698468,0.05738439074398208,0.007132686453811429,0.006489552865972984,0.06068746619854422,0.04118362823285048,50.832861582861675,38.23487207237219
