Winner,win_by,last_round,last_round_time,date_time,R_fighter,B_fighter,R_current_lose_streak,B_current_lose_streak,R_current_win_streak,B_current_win_streak,R_wins,B_wins,R_age,B_age,R_total_title_bouts,B_total_title_bouts,R_win_by_KO/TKO,B_win_by_KO/TKO,R_KD,B_KD,R_SIG_STR._landed,R_SIG_STR._attempted,B_SIG_STR._landed,B_SIG_STR._attempted,R_TOTAL_STR._landed,R_TOTAL_STR._attempted,B_TOTAL_STR._landed,B_TOTAL_STR._attempted,R_TD_landed,R_TD_attempted,B_TD_landed,B_TD_attempted,R_total_no._fights,B_total_no._fights,R_SIG_STR._attempted_total,R_SIG_STR._landed_total,R_TOTAL_STR._attempted_total,R_TOTAL_STR._landed_total,R_TD_attempted_total,R_TD_landed_total,B_SIG_STR._attempted_total,B_SIG_STR._landed_total,B_TOTAL_STR._attempted_total,B_TOTAL_STR._landed_total,B_TD_attempted_total,B_TD_landed_total,fight_time,R_fight_time_total,B_fight_time_total,R_SIG_STR._faced_total,B_SIG_STR._faced_total,R_SIG_STR._defended_total,B_SIG_STR._defended_total,R_TOTAL_STR._faced_total,B_TOTAL_STR._faced_total,R_TOTAL_STR._defended_total,B_TOTAL_STR._defended_total,R_TD_faced_total,B_TD_faced_total,R_TD_defended_total,B_TD_defended_total,R_KD_total,B_KD_total,R_finish,B_finish,R_finish_total,B_finish_total,R_SIG_STR._probability,R_SIG_STR._defence_probability,R_SIG_STR._rate,R_TOTAL_STR._probability,R_TOTAL_STR._defence_probability,R_TOTAL_STR._rate,R_TD_probability,R_TD_defence_probability,R_TD_rate,R_KD_rate,R_win_probability,R_finish_rate,B_SIG_STR._probability,B_SIG_STR._defence_probability,B_SIG_STR._rate,B_TOTAL_STR._probability,B_TOTAL_STR._defence_probability,B_TOTAL_STR._rate,B_TD_probability,B_TD_defence_probability,B_TD_rate,B_KD_rate,B_win_probability,B_finish_rate
1.0,Decision - Unanimous,3,300,2014-11-22,Joseph Benavidez,Dustin Ortiz,0.0,0.0,1.0,2.0,7.0,3.0,30.0,25.0,2.0,0.0,3.0,1.0,0,0,94,199,37,149,96,201,59,171,2,3,2,9,9.0,4.0,1001.0,323.0,1076.0,388.0,38.0,8.0,331.0,175.0,546.0,370.0,28.0,10.0,900,5664.0,3499.0,534.0,239.0,300.0,117.0,598.0,304.0,308.0,121.0,22.0,24.0,13.0,12.0,4.0,0.0,0,0,4.0,1.0,0.3226773226773227,0.5617977528089888,0.17673022598870056,0.36059479553903345,0.5150501672240803,0.1899717514124294,0.21052631578947367,0.5909090909090909,0.006709039548022599,0.0007062146892655367,0.7777777777777778,0.0007062146892655367,0.5287009063444109,0.4895397489539749,0.09459845670191483,0.6776556776556777,0.3980263157894737,0.15604458416690484,0.35714285714285715,0.5,0.00800228636753358,0.0,0.75,0.0002857959416976279
1.0,Decision - Unanimous,3,300,2014-11-22,Matt Wiman,Isaac Vallie-Flagg,1.0,2.0,0.0,0.0,9.0,1.0,31.0,36.0,0.0,0.0,2.0,0.0,0,0,68,101,80,121,104,140,120,165,0,3,0,5,14.0,3.0,452.0,220.0,543.0,290.0,25.0,8.0,498.0,204.0,681.0,377.0,3.0,1.0,900,3324.0,2700.0,382.0,488.0,199.0,219.0,700.0,587.0,240.0,234.0,10.0,7.0,5.0,2.0,0.0,0.0,0,0,2.0,0.0,0.48672566371681414,0.5209424083769634,0.13598074608904934,0.5340699815837937,0.34285714285714286,0.16335740072202165,0.32,0.5,0.007521058965102286,0.0,0.6428571428571429,0.0006016847172081829,0.40963855421686746,0.4487704918032787,0.18444444444444444,0.55359765051395,0.3986371379897785,0.25222222222222224,0.3333333333333333,0.2857142857142857,0.0011111111111111111,0.0,0.3333333333333333,0.0
0.0,Decision - Split,3,300,2014-11-22,Brad Pickett,Chico Camus,1.0,2.0,0.0,0.0,4.0,2.0,36.0,29.0,0.0,0.0,1.0,0.0,0,0,53,158,71,149,72,179,94,172,2,9,1,2,8.0,5.0,904.0,283.0,1066.0,428.0,32.0,13.0,249.0,120.0,413.0,265.0,9.0,5.0,900,5137.0,4310.0,981.0,286.0,580.0,192.0,1090.0,615.0,591.0,235.0,24.0,14.0,17.0,5.0,2.0,0.0,0,0,2.0,0.0,0.31305309734513276,0.5912334352701325,0.17597819739147363,0.40150093808630394,0.5422018348623853,0.20751411329569788,0.40625,0.7083333333333334,0.006229316721822076,0.0003893322951138797,0.5,0.0003893322951138797,0.4819277108433735,0.6713286713286714,0.05777262180974478,0.6416464891041163,0.3821138211382114,0.09582366589327146,0.5555555555555556,0.35714285714285715,0.0020881670533642693,0.0,0.4,0.0
0.0,Decision - Split,3,300,2014-11-22,Luke Barnatt,Roger Narvaez,1.0,1.0,0.0,0.0,3.0,0.0,26.0,31.0,0.0,0.0,1.0,0.0,0,1,34,130,48,110,41,137,62,127,0,1,0,2,4.0,1.0,644.0,241.0,653.0,250.0,4.0,2.0,22.0,3.0,23.0,4.0,0.0,0.0,900,2496.0,448.0,496.0,55.0,302.0,23.0,520.0,73.0,309.0,24.0,15.0,5.0,12.0,2.0,2.0,0.0,0,0,2.0,0.0,0.37422360248447206,0.6088709677419355,0.25801282051282054,0.38284839203675347,0.5942307692307692,0.26161858974358976,0.5,0.8,0.0016025641025641025,0.0008012820512820513,0.75,0.0008012820512820513,0.13636363636363635,0.41818181818181815,0.049107142857142856,0.17391304347826086,0.3287671232876712,0.05133928571428571,,0.4,0.0,0.0,0.0,0.0
1.0,Decision - Unanimous,3,300,2014-11-22,Ruslan Magomedov,Josh Copeland,0.0,0.0,1.0,0.0,1.0,0.0,27.0,32.0,0.0,0.0,0.0,0.0,1,0,63,145,20,56,65,147,20,56,1,1,0,0,1.0,0.0,117.0,47.0,121.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900,900.0,0.0,84.0,0.0,58.0,0.0,120.0,0.0,74.0,0.0,9.0,0.0,8.0,0.0,0.0,0.0,0,0,0.0,0.0,0.4017094017094017,0.6904761904761905,0.13,0.4214876033057851,0.6166666666666667,0.13444444444444445,,0.8888888888888888,0.0,0.0,1.0,0.0,,,,,,,,,,,,
0.0,KO/TKO,1,18,2014-11-22,Juan Puig,Dooho Choi,1.0,0.0,0.0,0.0,0.0,0.0,25.0,23.0,0.0,0.0,0.0,0.0,0,1,0,4,10,15,0,4,10,15,0,0,0,0,1.0,0.0,51.0,13.0,51.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,141.0,0.0,24.0,0.0,15.0,0.0,25.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.2549019607843137,0.625,0.3617021276595745,0.2549019607843137,0.6,0.3617021276595745,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,
1.0,KO/TKO,3,174,2014-11-22,Paige VanZant,Kailin Curran,0.0,0.0,0.0,0.0,0.0,0.0,20.0,23.0,0.0,0.0,0.0,0.0,0,0,61,108,28,49,167,241,62,89,3,6,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
0.0,KO/TKO,1,201,2014-11-22,Jared Rosholt,Aleksei Oleinik,0.0,0.0,3.0,1.0,3.0,1.0,28.0,37.0,0.0,0.0,0.0,0.0,0,1,19,32,13,21,22,35,38,47,0,0,0,0,3.0,1.0,214.0,110.0,478.0,345.0,11.0,5.0,22.0,10.0,26.0,13.0,4.0,1.0,201,2700.0,138.0,111.0,14.0,72.0,8.0,184.0,14.0,78.0,8.0,6.0,1.0,6.0,1.0,0.0,0.0,0,1,0.0,1.0,0.514018691588785,0.6486486486486487,0.07925925925925927,0.7217573221757322,0.42391304347826086,0.17703703703703705,0.45454545454545453,1.0,0.004074074074074074,0.0,1.0,0.0,0.45454545454545453,0.5714285714285714,0.15942028985507245,0.5,0.5714285714285714,0.18840579710144928,0.25,1.0,0.028985507246376812,0.0,1.0,0.007246376811594203
0.0,Submission,1,112,2014-11-22,Yves Edwards,Akbarh Arreola,4.0,1.0,0.0,0.0,10.0,0.0,38.0,31.0,0.0,0.0,5.0,0.0,0,1,5,14,12,26,5,14,12,26,0,0,1,1,20.0,1.0,869.0,348.0,976.0,436.0,11.0,4.0,73.0,30.0,73.0,30.0,2.0,2.0,112,5902.0,900.0,1123.0,163.0,790.0,101.0,1295.0,195.0,813.0,107.0,32.0,0.0,25.0,0.0,3.0,0.0,0,1,3.0,0.0,0.4004602991944764,0.703472840605521,0.14723822433073536,0.44672131147540983,0.6277992277992278,0.16536767197560148,0.36363636363636365,0.78125,0.0018637749915282956,0.0005083022704168078,0.5,0.0005083022704168078,0.410958904109589,0.6196319018404908,0.0811111111111111,0.410958904109589,0.5487179487179488,0.0811111111111111,1.0,,0.0022222222222222222,0.0,0.0,0.0
1.0,Decision - Unanimous,3,300,2014-11-22,James Vick,Nick Hein,0.0,0.0,2.0,1.0,2.0,1.0,27.0,30.0,0.0,0.0,0.0,0.0,0,2,40,140,25,85,43,143,29,90,0,0,0,1,2.0,1.0,221.0,77.0,227.0,83.0,1.0,0.0,105.0,50.0,148.0,87.0,6.0,2.0,900,958.0,900.0,233.0,127.0,142.0,78.0,238.0,178.0,142.0,81.0,12.0,4.0,7.0,4.0,1.0,0.0,0,0,1.0,0.0,0.34841628959276016,0.6094420600858369,0.23068893528183715,0.3656387665198238,0.5966386554621849,0.23695198329853862,0.0,0.5833333333333334,0.0010438413361169101,0.0010438413361169101,1.0,0.0010438413361169101,0.47619047619047616,0.6141732283464567,0.11666666666666667,0.5878378378378378,0.4550561797752809,0.16444444444444445,0.3333333333333333,1.0,0.006666666666666667,0.0,1.0,0.0
0.0,Decision - Split,5,300,2014-12-06,Johny Hendricks,Robbie Lawler,0.0,0.0,1.0,2.0,11.0,9.0,31.0,32.0,2.0,1.0,5.0,5.0,0,0,111,228,116,201,145,264,167,253,5,17,0,0,13.0,13.0,1101.0,499.0,1359.0,745.0,63.0,33.0,849.0,379.0,908.0,434.0,4.0,3.0,1500,7993.0,5247.0,1168.0,881.0,671.0,563.0,1396.0,928.0,683.0,566.0,23.0,33.0,14.0,21.0,5.0,3.0,0,0,4.0,3.0,0.45322434150772023,0.574486301369863,0.13774552733641937,0.5481972038263428,0.4892550143266476,0.17002377079944953,0.5238095238095238,0.6086956521739131,0.00788189665957713,0.0006255473539346928,0.8461538461538461,0.0005004378831477543,0.4464075382803298,0.6390465380249716,0.16180674671240708,0.4779735682819383,0.6099137931034483,0.17305126739089002,0.75,0.6363636363636364,0.0007623403849818944,0.0005717552887364208,0.6923076923076923,0.0005717552887364208
1.0,Submission,2,113,2014-12-06,Anthony Pettis,Gilbert Melendez,0.0,0.0,4.0,1.0,4.0,1.0,27.0,32.0,1.0,1.0,2.0,0.0,0,0,30,58,27,78,43,71,59,119,0,0,1,8,5.0,2.0,162.0,71.0,262.0,168.0,9.0,6.0,441.0,139.0,457.0,154.0,2.0,2.0,413,2317.0,2400.0,148.0,342.0,97.0,232.0,265.0,367.0,107.0,233.0,19.0,10.0,11.0,9.0,2.0,0.0,1,0,3.0,0.0,0.4382716049382716,0.6554054054054054,0.06991799741044454,0.6412213740458015,0.4037735849056604,0.11307725507121277,0.6666666666666666,0.5789473684210527,0.003884333189469141,0.0008631851532153647,0.8,0.001294777729823047,0.31519274376417233,0.6783625730994152,0.18375,0.33698030634573306,0.6348773841961853,0.19041666666666668,1.0,0.9,0.0008333333333333334,0.0,0.5,0.0
1.0,KO/TKO,1,290,2014-12-06,Travis Browne,Brendan Schaub,1.0,1.0,0.0,0.0,7.0,6.0,32.0,31.0,0.0,1.0,5.0,3.0,0,0,25,37,5,13,36,51,6,14,1,1,1,3,10.0,10.0,487.0,210.0,538.0,257.0,10.0,7.0,541.0,210.0,751.0,383.0,23.0,11.0,290,4558.0,4143.0,493.0,330.0,214.0,191.0,650.0,557.0,223.0,223.0,14.0,8.0,12.0,7.0,4.0,4.0,1,0,6.0,4.0,0.43121149897330596,0.4340770791075051,0.10684510750329092,0.47769516728624534,0.34307692307692306,0.11803422553751645,0.7,0.8571428571428571,0.002193944712593243,0.0008775778850372971,0.7,0.0013163668275559457,0.38817005545286504,0.5787878787878787,0.1305817040791697,0.5099866844207723,0.400359066427289,0.18126961139271058,0.4782608695652174,0.875,0.005551532705768767,0.0009654839488293508,0.6,0.0009654839488293508
1.0,Submission,2,259,2014-12-06,Tony Ferguson,Abel Trujillo,0.0,0.0,3.0,2.0,6.0,3.0,30.0,31.0,1.0,0.0,2.0,3.0,0,1,20,55,15,76,38,76,16,77,1,1,2,5,7.0,5.0,690.0,224.0,755.0,285.0,7.0,4.0,371.0,179.0,443.0,244.0,12.0,8.0,559,3592.0,2880.0,596.0,289.0,412.0,169.0,608.0,358.0,415.0,187.0,15.0,43.0,13.0,16.0,2.0,2.0,1,0,3.0,3.0,0.32463768115942027,0.6912751677852349,0.1920935412026726,0.37748344370860926,0.6825657894736842,0.21018930957683743,0.5714285714285714,0.8666666666666667,0.0019487750556792874,0.0005567928730512249,0.8571428571428571,0.0008351893095768374,0.48247978436657685,0.5847750865051903,0.12881944444444443,0.5507900677200903,0.5223463687150838,0.15381944444444445,0.6666666666666666,0.37209302325581395,0.004166666666666667,0.0006944444444444445,0.6,0.0010416666666666667
1.0,KO/TKO,1,33,2014-12-06,Todd Duffee,Anthony Hamilton,0.0,0.0,1.0,1.0,2.0,1.0,28.0,34.0,0.0,0.0,2.0,1.0,1,0,8,16,2,6,8,16,2,6,0,0,0,0,3.0,2.0,213.0,71.0,215.0,73.0,0.0,0.0,78.0,66.0,101.0,88.0,7.0,5.0,33,879.0,695.0,57.0,51.0,36.0,31.0,63.0,71.0,36.0,34.0,10.0,7.0,9.0,6.0,1.0,0.0,1,0,1.0,1.0,0.3333333333333333,0.631578947368421,0.24232081911262798,0.3395348837209302,0.5714285714285714,0.2445961319681456,,0.9,0.0,0.0011376564277588168,0.6666666666666666,0.0011376564277588168,0.8461538461538461,0.6078431372549019,0.11223021582733812,0.8712871287128713,0.4788732394366197,0.14532374100719425,0.7142857142857143,0.8571428571428571,0.010071942446043165,0.0,0.5,0.0014388489208633094
0.0,KO/TKO,2,188,2014-12-06,Eddie Gordon,Josh Samman,0.0,0.0,1.0,1.0,1.0,1.0,31.0,26.0,1.0,0.0,1.0,1.0,0,1,8,15,11,24,72,83,35,48,2,2,1,2,1.0,1.0,42.0,22.0,42.0,22.0,0.0,0.0,62.0,36.0,83.0,55.0,0.0,0.0,488,71.0,437.0,10.0,22.0,5.0,8.0,10.0,76.0,5.0,12.0,0.0,1.0,0.0,1.0,1.0,1.0,0,1,1.0,1.0,0.5238095238095238,0.5,0.5915492957746479,0.5238095238095238,0.5,0.5915492957746479,,,0.0,0.014084507042253521,1.0,0.014084507042253521,0.5806451612903226,0.36363636363636365,0.14187643020594964,0.6626506024096386,0.15789473684210525,0.18993135011441648,,1.0,0.0,0.002288329519450801,1.0,0.002288329519450801
1.0,Decision - Unanimous,3,300,2014-12-06,Corey Anderson,Justin Jones,0.0,0.0,1.0,0.0,1.0,0.0,25.0,27.0,1.0,0.0,1.0,0.0,0,0,45,89,28,69,95,145,32,73,7,13,0,1,1.0,0.0,37.0,24.0,45.0,28.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,900,61.0,0.0,10.0,0.0,8.0,0.0,10.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0.6486486486486487,0.8,0.6065573770491803,0.6222222222222222,0.8,0.7377049180327869,1.0,,0.03278688524590164,0.0,1.0,0.01639344262295082,,,,,,,,,,,,
1.0,Submission,1,299,2014-12-06,Raquel Pennington,Ashlee Evans-Smith,1.0,0.0,0.0,0.0,1.0,0.0,26.0,27.0,0.0,0.0,0.0,0.0,0,0,5,10,11,16,16,21,25,33,1,2,1,2,2.0,0.0,300.0,162.0,312.0,173.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,299,1800.0,0.0,352.0,0.0,244.0,0.0,403.0,0.0,250.0,0.0,15.0,0.0,12.0,0.0,0.0,0.0,1,0,0.0,0.0,0.54,0.6931818181818182,0.16666666666666666,0.5544871794871795,0.6203473945409429,0.17333333333333334,0.75,0.8,0.0022222222222222222,0.0,0.5,0.0,,,,,,,,,,,,
1.0,Decision - Unanimous,3,300,2014-12-06,Sergio Pettis,Matt Hobar,0.0,0.0,1.0,1.0,2.0,1.0,21.0,27.0,0.0,0.0,0.0,0.0,0,1,78,200,36,124,96,220,54,142,0,1,2,9,3.0,2.0,459.0,184.0,480.0,202.0,6.0,3.0,127.0,70.0,199.0,127.0,9.0,6.0,900,2679.0,1067.0,370.0,97.0,233.0,35.0,420.0,325.0,243.0,68.0,15.0,3.0,9.0,1.0,0.0,0.0,0,0,0.0,0.0,0.4008714596949891,0.6297297297297297,0.1713325867861142,0.42083333333333334,0.5785714285714286,0.1791713325867861,0.5,0.6,0.0022396416573348264,0.0,0.6666666666666666,0.0,0.5511811023622047,0.36082474226804123,0.1190253045923149,0.6381909547738693,0.20923076923076922,0.18650421743205248,0.6666666666666666,0.3333333333333333,0.008434864104967198,0.0,0.5,0.0
0.0,Decision - Unanimous,3,300,2014-12-06,Alex White,Clay Collard,1.0,1.0,0.0,0.0,1.0,0.0,26.0,21.0,0.0,0.0,1.0,0.0,0,1,58,164,60,193,80,189,62,195,1,3,3,5,2.0,1.0,189.0,62.0,189.0,62.0,0.0,0.0,209.0,70.0,213.0,73.0,10.0,1.0,900,816.0,827.0,163.0,204.0,100.0,80.0,163.0,219.0,100.0,82.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0,1.0,0.0,0.328042328042328,0.6134969325153374,0.23161764705882354,0.328042328042328,0.6134969325153374,0.23161764705882354,,1.0,0.0,0.0012254901960784314,0.5,0.0012254901960784314,0.3349282296650718,0.39215686274509803,0.25272067714631197,0.3427230046948357,0.3744292237442922,0.25755743651753327,0.1,,0.012091898428053204,0.0,0.0,0.0
1.0,Submission,2,94,2014-12-06,Urijah Faber,Francisco Rivera,0.0,1.0,1.0,0.0,7.0,3.0,35.0,33.0,3.0,0.0,0.0,2.0,1,0,19,52,15,56,19,52,15,56,0,3,0,0,10.0,6.0,900.0,416.0,1116.0,609.0,50.0,18.0,594.0,261.0,680.0,343.0,8.0,5.0,394,7950.0,3776.0,983.0,602.0,654.0,421.0,1086.0,733.0,666.0,438.0,24.0,24.0,16.0,17.0,2.0,4.0,1,0,5.0,2.0,0.4622222222222222,0.6653102746693794,0.11320754716981132,0.5456989247311828,0.6132596685082873,0.14037735849056604,0.36,0.6666666666666666,0.006289308176100629,0.00025157232704402514,0.7,0.0006289308176100629,0.4393939393939394,0.6993355481727574,0.1573093220338983,0.5044117647058823,0.597544338335607,0.18008474576271186,0.625,0.7083333333333334,0.00211864406779661,0.001059322033898305,0.5,0.0005296610169491525
0.0,Submission,1,277,2014-12-12,Joe Proctor,Yancy Medeiros,0.0,0.0,2.0,1.0,3.0,1.0,29.0,27.0,0.0,0.0,2.0,0.0,0,1,15,46,25,66,15,46,25,66,0,0,0,0,4.0,4.0,351.0,123.0,383.0,150.0,0.0,0.0,168.0,67.0,175.0,74.0,0.0,0.0,277,2426.0,931.0,332.0,123.0,209.0,76.0,440.0,127.0,231.0,76.0,24.0,8.0,18.0,7.0,2.0,1.0,0,1,2.0,1.0,0.3504273504273504,0.6295180722891566,0.1446826051112943,0.391644908616188,0.525,0.15787304204451771,,0.75,0.0,0.0008244023083264633,0.75,0.0008244023083264633,0.39880952380952384,0.6178861788617886,0.18045112781954886,0.4228571428571429,0.5984251968503937,0.18796992481203006,,0.875,0.0,0.0010741138560687433,0.25,0.0010741138560687433
1.0,Submission,3,86,2014-12-12,Carla Esparza,Rose Namajunas,0.0,0.0,0.0,0.0,0.0,0.0,27.0,22.0,0.0,0.0,0.0,0.0,0,0,42,90,28,72,107,180,29,73,5,7,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
0.0,Decision - Unanimous,3,300,2014-12-12,Jeremy Stephens,Charles Oliveira,1.0,0.0,0.0,2.0,10.0,6.0,28.0,25.0,0.0,0.0,4.0,0.0,0,0,48,79,43,67,55,88,74,100,0,0,2,7,19.0,11.0,1049.0,422.0,1219.0,586.0,50.0,21.0,503.0,223.0,650.0,356.0,34.0,12.0,900,8708.0,4451.0,1228.0,500.0,786.0,291.0,1420.0,602.0,801.0,301.0,28.0,23.0,19.0,12.0,4.0,1.0,0,0,2.0,6.0,0.4022878932316492,0.6400651465798045,0.12046394120349105,0.4807219031993437,0.5640845070422535,0.13998621956821314,0.42,0.6785714285714286,0.005741846577859439,0.00045934772622875517,0.5263157894736842,0.00022967386311437759,0.4433399602385686,0.582,0.1130083127387104,0.5476923076923077,0.5,0.14603459896652438,0.35294117647058826,0.5217391304347826,0.007638732869018198,0.00022466861379465288,0.5454545454545454,0.0013480116827679174
1.0,Submission,2,185,2014-12-12,Felice Herrig,Lisa Ellis,0.0,0.0,0.0,0.0,0.0,0.0,30.0,32.0,0.0,0.0,0.0,0.0,0,0,8,14,4,5,48,64,7,10,1,1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
,Could Not Continue,2,25,2014-12-12,KJ Noons,Daron Cruickshank,0.0,0.0,2.0,1.0,2.0,6.0,32.0,29.0,0.0,0.0,1.0,3.0,0,0,18,47,23,59,18,47,23,59,0,0,2,3,3.0,9.0,300.0,105.0,315.0,120.0,0.0,0.0,822.0,303.0,907.0,372.0,27.0,13.0,325,1830.0,6243.0,359.0,727.0,226.0,433.0,420.0,883.0,235.0,465.0,14.0,14.0,9.0,10.0,1.0,5.0,0,0,1.0,3.0,0.35,0.6295264623955432,0.16393442622950818,0.38095238095238093,0.5595238095238095,0.1721311475409836,,0.6428571428571429,0.0,0.000546448087431694,0.6666666666666666,0.000546448087431694,0.3686131386861314,0.5955983493810179,0.13166746756367131,0.4101433296582139,0.5266138165345413,0.14528271664263975,0.48148148148148145,0.7142857142857143,0.004324843825084094,0.0008008970046452026,0.6666666666666666,0.0004805382027871216
1.0,Decision - Split,3,300,2014-12-12,Jessica Penne,Randa Markos,0.0,0.0,0.0,0.0,0.0,0.0,31.0,29.0,0.0,0.0,0.0,0.0,0,0,39,98,55,102,94,166,76,124,4,8,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1.0,Decision - Unanimous,3,300,2014-12-12,Joanne Calderwood,Seohee Ham,0.0,0.0,0.0,0.0,0.0,0.0,28.0,27.0,0.0,0.0,0.0,0.0,0,0,109,223,58,111,147,271,63,116,2,4,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
0.0,Decision - Unanimous,3,300,2014-12-12,Emily Peters Kagan,Angela Hill,0.0,0.0,0.0,0.0,0.0,0.0,33.0,29.0,0.0,0.0,0.0,0.0,0,1,41,91,107,159,60,113,140,199,2,12,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1.0,Decision - Unanimous,3,300,2014-12-12,Tecia Torres,Angela Magana,0.0,0.0,0.0,0.0,0.0,0.0,25.0,31.0,0.0,0.0,0.0,0.0,1,0,96,196,37,145,98,200,38,146,1,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1.0,Submission,1,293,2014-12-12,Aisling Daly,Alex Chambers,0.0,0.0,0.0,0.0,0.0,0.0,26.0,36.0,0.0,0.0,0.0,0.0,0,0,16,26,12,15,52,68,12,15,1,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
0.0,Decision - Unanimous,3,300,2014-12-12,Bec Rawlings,Heather Jo Clark,0.0,0.0,0.0,0.0,0.0,0.0,25.0,34.0,0.0,0.0,0.0,0.0,0,0,69,118,56,99,90,147,85,136,0,2,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1.0,Decision - Unanimous,5,300,2014-12-13,Junior Dos Santos,Stipe Miocic,1.0,0.0,0.0,3.0,10.0,6.0,30.0,32.0,4.0,0.0,8.0,3.0,1,0,123,303,89,193,140,322,102,206,1,1,1,18,12.0,7.0,997.0,482.0,1077.0,545.0,7.0,4.0,711.0,333.0,829.0,436.0,21.0,9.0,1500,6328.0,3802.0,781.0,564.0,425.0,362.0,1081.0,603.0,468.0,366.0,62.0,9.0,47.0,7.0,7.0,2.0,0,0,4.0,3.0,0.4834503510531595,0.5441741357234315,0.15755372945638432,0.5060352831940576,0.43293246993524515,0.17019595448798988,0.5714285714285714,0.7580645161290323,0.0011061946902654867,0.0011061946902654867,0.8333333333333334,0.0006321112515802782,0.46835443037974683,0.6418439716312057,0.18700683850604946,0.525934861278649,0.6069651741293532,0.21804313519200422,0.42857142857142855,0.7777777777777778,0.005523408732246186,0.0005260389268805891,0.8571428571428571,0.0007890583903208837
